date,epi_year,epi_week,country_code,country_name,new_cases,cumulative_cases,new_deaths,cfr_percent,au_region
2024-11-03,2024,44,ZWE,Zimbabwe,146,8771,2,1.37,Southern
2024-11-03,2024,44,ZMB,Zambia,105,7966,2,1.9,Southern
2024-11-03,2024,44,MOZ,Mozambique,141,9678,3,2.13,Southern
2024-11-03,2024,44,MWI,Malawi,112,7803,3,2.68,Southern
2024-11-03,2024,44,TZA,Tanzania,54,8229,1,1.85,East
2024-11-03,2024,44,KEN,Kenya,179,8099,4,2.23,East
2024-11-03,2024,44,UGA,Uganda,153,8611,2,1.31,East
2024-11-03,2024,44,ETH,Ethiopia,125,7393,2,1.6,East
2024-11-03,2024,44,SOM,Somalia,51,8061,0,0.0,East
2024-11-10,2024,45,ZWE,Zimbabwe,106,8877,2,1.89,Southern
2024-11-10,2024,45,ZMB,Zambia,53,8019,0,0.0,Southern
2024-11-10,2024,45,MOZ,Mozambique,37,9715,0,0.0,Southern
2024-11-10,2024,45,MWI,Malawi,45,7848,0,0.0,Southern
2024-11-10,2024,45,TZA,Tanzania,62,8291,1,1.61,East
2024-11-10,2024,45,KEN,Kenya,201,8300,5,2.49,East
2024-11-10,2024,45,UGA,Uganda,91,8702,1,1.1,East
2024-11-10,2024,45,ETH,Ethiopia,72,7465,1,1.39,East
2024-11-10,2024,45,SOM,Somalia,216,8277,5,2.31,East
2024-11-17,2024,46,ZWE,Zimbabwe,120,8997,4,3.33,Southern
2024-11-17,2024,46,ZMB,Zambia,85,8104,1,1.18,Southern
2024-11-17,2024,46,MOZ,Mozambique,65,9780,2,3.08,Southern
2024-11-17,2024,46,MWI,Malawi,125,7973,3,2.4,Southern
2024-11-17,2024,46,TZA,Tanzania,177,8468,3,1.69,East
2024-11-17,2024,46,KEN,Kenya,136,8436,4,2.94,East
2024-11-17,2024,46,UGA,Uganda,48,8750,1,2.08,East
2024-11-17,2024,46,ETH,Ethiopia,204,7669,5,2.45,East
2024-11-17,2024,46,SOM,Somalia,138,8415,4,2.9,East
2024-11-24,2024,47,ZWE,Zimbabwe,50,9047,0,0.0,Southern
2024-11-24,2024,47,ZMB,Zambia,131,8235,3,2.29,Southern
2024-11-24,2024,47,MOZ,Mozambique,128,9908,4,3.12,Southern
2024-11-24,2024,47,MWI,Malawi,124,8097,3,2.42,Southern
2024-11-24,2024,47,TZA,Tanzania,229,8697,7,3.06,East
2024-11-24,2024,47,KEN,Kenya,69,8505,1,1.45,East
2024-11-24,2024,47,UGA,Uganda,51,8801,0,0.0,East
2024-11-24,2024,47,ETH,Ethiopia,134,7803,3,2.24,East
2024-11-24,2024,47,SOM,Somalia,201,8616,5,2.49,East
2024-12-01,2024,48,ZWE,Zimbabwe,54,9101,1,1.85,Southern
2024-12-01,2024,48,ZMB,Zambia,221,8456,5,2.26,Southern
2024-12-01,2024,48,MOZ,Mozambique,61,9969,2,3.28,Southern
2024-12-01,2024,48,MWI,Malawi,216,8313,5,2.31,Southern
2024-12-01,2024,48,TZA,Tanzania,155,8852,4,2.58,East
2024-12-01,2024,48,KEN,Kenya,131,8636,3,2.29,East
2024-12-01,2024,48,UGA,Uganda,229,9030,5,2.18,East
2024-12-01,2024,48,ETH,Ethiopia,68,7871,1,1.47,East
2024-12-01,2024,48,SOM,Somalia,180,8796,4,2.22,East
2024-12-08,2024,49,ZWE,Zimbabwe,113,9214,2,1.77,Southern
2024-12-08,2024,49,ZMB,Zambia,129,8585,2,1.55,Southern
2024-12-08,2024,49,MOZ,Mozambique,64,10033,1,1.56,Southern
2024-12-08,2024,49,MWI,Malawi,203,8516,4,1.97,Southern
2024-12-08,2024,49,TZA,Tanzania,135,8987,2,1.48,East
2024-12-08,2024,49,KEN,Kenya,146,8782,2,1.37,East
2024-12-08,2024,49,UGA,Uganda,171,9201,3,1.75,East
2024-12-08,2024,49,ETH,Ethiopia,102,7973,2,1.96,East
2024-12-08,2024,49,SOM,Somalia,45,8841,1,2.22,East
2024-12-15,2024,50,ZWE,Zimbabwe,213,9427,4,1.88,Southern
2024-12-15,2024,50,ZMB,Zambia,128,8713,2,1.56,Southern
2024-12-15,2024,50,MOZ,Mozambique,166,10199,2,1.2,Southern
2024-12-15,2024,50,MWI,Malawi,260,8776,3,1.15,Southern
2024-12-15,2024,50,TZA,Tanzania,248,9235,8,3.23,East
2024-12-15,2024,50,KEN,Kenya,243,9025,8,3.29,East
2024-12-15,2024,50,UGA,Uganda,233,9434,8,3.43,East
2024-12-15,2024,50,ETH,Ethiopia,47,8020,0,0.0,East
2024-12-15,2024,50,SOM,Somalia,149,8990,3,2.01,East
2024-12-22,2024,51,ZWE,Zimbabwe,275,9702,8,2.91,Southern
2024-12-22,2024,51,ZMB,Zambia,103,8816,3,2.91,Southern
2024-12-22,2024,51,MOZ,Mozambique,118,10317,3,2.54,Southern
2024-12-22,2024,51,MWI,Malawi,69,8845,1,1.45,Southern
2024-12-22,2024,51,TZA,Tanzania,86,9321,1,1.16,East
2024-12-22,2024,51,KEN,Kenya,188,9213,4,2.13,East
2024-12-22,2024,51,UGA,Uganda,63,9497,1,1.59,East
2024-12-22,2024,51,ETH,Ethiopia,64,8084,1,1.56,East
2024-12-22,2024,51,SOM,Somalia,89,9079,2,2.25,East
2024-12-29,2024,52,ZWE,Zimbabwe,184,9886,3,1.63,Southern
2024-12-29,2024,52,ZMB,Zambia,82,8898,2,2.44,Southern
2024-12-29,2024,52,MOZ,Mozambique,143,10460,3,2.1,Southern
2024-12-29,2024,52,MWI,Malawi,50,8895,0,0.0,Southern
2024-12-29,2024,52,TZA,Tanzania,218,9539,5,2.29,East
2024-12-29,2024,52,KEN,Kenya,52,9265,0,0.0,East
2024-12-29,2024,52,UGA,Uganda,213,9710,4,1.88,East
2024-12-29,2024,52,ETH,Ethiopia,209,8293,6,2.87,East
2024-12-29,2024,52,SOM,Somalia,109,9188,1,0.92,East
